ID,Title,Gross,Budget,Date,Genre,Director,RTRating,IMDBRating,IMDBVotes
1554,Dear Wendy,446438.0,8000000.0,2005,Drama,Thomas Vinterberg,3.7,6.6,5574.0
1555,D.E.B.S.,96793.0,3500000.0,2005,Action,Angela Robinson,,5.1,6675.0
1556,Deconstructing Harry,10686841.0,20000000.0,1997,Romantic Comedy,Woody Allen,7.0,7.2,16820.0
1557,Mr. Deeds,171269535.0,50000000.0,2002,Comedy,,2.2,5.5,39756.0
1558,The Deep End of the Ocean,13508635.0,40000000.0,1999,Drama,,4.2,6.0,5790.0
1559,Deep Rising,11203026.0,45000000.0,1998,Action,Stephen Sommers,3.0,5.7,12484.0
1560,"Definitely, Maybe",55534224.0,7000000.0,2008,Romantic Comedy,,7.1,,
1561,Death at a Funeral,42739347.0,21000000.0,2010,Comedy,Neil LaBute,3.8,5.1,6628.0
1562,DÃˆjâ€¡ Vu,181038616.0,80000000.0,2006,Thriller/Suspense,Tony Scott,,7.0,66106.0
1563,Delgo,915840.0,40000000.0,2008,Adventure,,1.2,4.4,1177.0
1564,Despicable Me,333572855.0,69000000.0,2010,Comedy,,8.0,7.7,10529.0
1565,Deuce Bigalow: European Gigolo,44400154.0,22000000.0,2005,Comedy,,1.0,4.3,18228.0
1566,Deuce Bigalow: Male Gigolo,92935067.0,18000000.0,1999,Comedy,,2.3,5.6,25397.0
1567,The Devil's Own,140900000.0,90000000.0,1997,Thriller/Suspense,Alan J. Pakula,2.9,5.8,21331.0
1568,Darkness Falls,32539681.0,7000000.0,2003,Horror,,0.8,4.6,12771.0
1569,Defiance,42268745.0,50000000.0,2008,Drama,Edward Zwick,5.6,5.9,362.0
1570,A Dog of Flanders,2165637.0,7000000.0,1999,Drama,,1.7,5.9,482.0
1571,Dragonfly,30063805.0,60000000.0,2002,Drama,Tom Shadyac,0.7,5.8,14098.0
1572,The Dead Girl,19875.0,3300000.0,2006,Thriller/Suspense,,7.3,6.8,7122.0
1573,The Lords of Dogtown,11354893.0,25000000.0,2005,Action,Catherine Hardwicke,,,
1574,Dick,6276869.0,13000000.0,1999,Comedy,Andrew Fleming,7.0,6.1,10451.0
1575,Live Free or Die Hard,383531464.0,110000000.0,2007,Action,Len Wiseman,8.2,7.5,130559.0
1576,Digimon: The Movie,16628751.0,5000000.0,2000,Adventure,,,4.6,1727.0
1577,Dirty Work,10020081.0,13000000.0,1998,Comedy,,1.7,4.8,207.0
1578,Banlieue 13,11208291.0,15000000.0,2006,Action,Pierre Morel,,7.1,21427.0
1579,Disaster Movie,34690901.0,20000000.0,2008,Comedy,Jason Friedberg,0.2,1.7,34928.0
1580,District 9,206552113.0,30000000.0,2009,Thriller/Suspense,Neill Blomkamp,9.1,8.3,151742.0
1581,Disturbing Behavior,17507368.0,15000000.0,1998,Thriller/Suspense,,3.0,5.2,9394.0
1582,Le Scaphandre et le Papillon,19689095.0,14000000.0,2007,Drama,Julian Schnabel,,8.0,31172.0
1583,Dark Blue,11933396.0,15000000.0,2003,Drama,Ron Shelton,5.7,6.6,10881.0
1584,Dreaming of Joseph Lees,7680.0,3250000.0,1999,,,,5.8,520.0
1585,De-Lovely,18396382.0,4000000.0,2004,Drama,,4.9,6.5,6086.0
1586,Madea's Family Reunion,63308879.0,10000000.0,2006,Comedy,Tyler Perry,2.6,3.9,5369.0
1587,Dead Man on Campus,15064948.0,14000000.0,1998,Black Comedy,,1.5,5.6,7109.0
1588,Drowning Mona,15427192.0,16000000.0,2000,Comedy,,2.9,5.3,7606.0
1589,Diamonds,81897.0,11900000.0,1999,,,2.6,5.3,976.0
1590,Doomsday,21621188.0,33000000.0,2008,Action,,4.8,6.0,34035.0
1591,Donkey Punch,19367.0,750000.0,2009,Thriller/Suspense,,,5.4,4551.0
1592,Dinosaur,356148063.0,127500000.0,2000,Adventure,,6.5,6.2,13962.0
1593,DOA: Dead or Alive,2670860.0,30000000.0,2007,Action,Corey Yuen,3.4,4.9,16646.0
1594,Doogal,26942802.0,20000000.0,2006,Adventure,,,2.5,2709.0
1595,Dogma,43948865.0,10000000.0,1999,Comedy,Kevin Smith,6.8,7.3,100476.0
1596,Domestic Disturbance,45207112.0,53000000.0,2001,Thriller/Suspense,Harold Becker,2.4,5.3,10778.0
1597,Domino,17759202.0,50000000.0,2005,Action,Tony Scott,1.9,5.9,32560.0
1598,Donnie Brasco,55954997.0,35000000.0,1997,Drama,Mike Newell,8.7,7.7,65462.0
1599,Doom,54612337.0,70000000.0,2005,Horror,Andrzej Bartkowiak,1.9,5.2,39473.0
1600,Doubt,50923043.0,20000000.0,2008,Drama,,7.8,,
1601,Doug's 1st Movie,19421271.0,5000000.0,1999,Adventure,,,4.8,920.0
1602,Downfall,92101940.0,13500000.0,2005,Drama,,,6.1,404.0
1603,The Deep End,8823109.0,3000000.0,2001,Thriller/Suspense,,8.1,6.6,6734.0
1604,Deep Impact,349464664.0,80000000.0,1998,Adventure,Mimi Leder,4.7,6.0,54160.0
1605,The Departed,290539042.0,90000000.0,2006,Drama,Martin Scorsese,9.3,8.5,264148.0
1606,Dracula 2000,33000377.0,28000000.0,2000,Horror,,1.5,4.8,14077.0
1607,Death Race,72516819.0,65000000.0,2008,Action,Paul Anderson,4.1,6.6,40611.0
1608,Drag Me To Hell,85724728.0,30000000.0,2009,Horror,Sam Raimi,9.2,7.1,51343.0
1609,"Crouching Tiger, Hidden Dragon",213200000.0,15000000.0,2000,Drama,Ang Lee,,,
1610,Derailed,54962616.0,22000000.0,2005,Action,,2.0,3.4,3317.0
1611,Doctor Dolittle 2,176101721.0,72000000.0,2001,Comedy,Steve Carr,,6.0,2993.0
1612,Doctor Dolittle,294156605.0,71500000.0,1998,Comedy,Betty Thomas,,5.2,25648.0
1613,Dickie Roberts: Former Child Star,23734486.0,17000000.0,2003,Comedy,,,5.5,6949.0
1614,Drillbit Taylor,49686263.0,40000000.0,2008,Comedy,,2.6,5.9,19388.0
1615,Driving Lessons,239962.0,4700000.0,2006,,,4.8,6.7,5380.0
1616,Driven,54616869.0,72000000.0,2001,Action,Renny Harlin,1.3,4.2,18795.0
1617,Darkness,34409206.0,10600000.0,2004,Horror,,0.4,5.3,9979.0
1618,I Dreamed of Africa,6543194.0,34000000.0,2000,Drama,Hugh Hudson,0.9,5.2,2298.0
1619,Dreamcatcher,75685268.0,68000000.0,2003,Drama,Lawrence Kasdan,3.0,5.3,34141.0
1620,Dreamgirls,154965956.0,75000000.0,2006,Musical,Bill Condon,7.8,6.6,28016.0
1621,Detroit Rock City,4217115.0,16000000.0,1999,Comedy,,4.7,6.4,15092.0
1622,Drop Dead Gorgeous,10571408.0,10000000.0,1999,Comedy,,4.5,6.2,16344.0
1623,Drumline,56398162.0,20000000.0,2002,Comedy,,8.1,5.2,18165.0
1624,The Legend of Drunken Master,11546543.0,2000000.0,2000,Action,,,,
1625,Dinner Rush,1075504.0,2000000.0,2001,Drama,,,7.2,2991.0
1626,The Descent,57029609.0,7000000.0,2006,Thriller/Suspense,,,7.4,58176.0
1627,DysFunkTional Family,2255000.0,3000000.0,2003,Concert/Performance,,4.3,5.9,501.0
1628,The Master of Disguise,40363530.0,16000000.0,2002,Comedy,,0.2,3.0,10050.0
1629,Desert Blue,99147.0,5000000.0,1999,,,,6.0,1412.0
1630,Disturbia,117573043.0,20000000.0,2007,Thriller/Suspense,D.J. Caruso,6.8,7.0,72231.0
1631,Double Take,29823162.0,24000000.0,2001,Action,,1.2,6.8,162.0
1632,Death at a Funeral,34743644.0,20000000.0,2007,Comedy,Frank Oz,6.1,5.1,6628.0
1633,Deterrence,371647.0,800000.0,2000,Thriller/Suspense,,4.5,6.3,1776.0
1634,Dirty Pretty Things,13904766.0,10000000.0,2003,Drama,Stephen Frears,,7.5,18554.0
1635,Dudley Do-Right,9818792.0,22000000.0,1999,Comedy,Hugh Wilson,1.4,3.6,4628.0
1636,Duets,4734235.0,16000000.0,2000,Drama,,2.1,5.7,5340.0
1637,The Dukes of Hazzard,110570227.0,53000000.0,2005,Comedy,Jay Chandrasekhar,1.3,4.7,27016.0
1638,Duma,994790.0,12000000.0,2005,Adventure,,9.3,7.2,2966.0
1639,Dumb and Dumberer: When Harry Met Lloyd,26214846.0,30000000.0,2003,Comedy,,1.0,3.3,14813.0
1640,Dungeons & Dragons 2: The Elemental Might,909822.0,15000000.0,2005,,,,,
1641,Dungeons and Dragons,33771965.0,35000000.0,2000,Adventure,,,3.6,16954.0
1642,Duplex,10070651.0,40000000.0,2003,Comedy,Danny De Vito,,5.7,19238.0
1643,"You, Me and Dupree",130402010.0,54000000.0,2006,Comedy,,2.1,6.1,164.0
1644,Devil's Advocate,153007424.0,57000000.0,1997,Drama,Taylor Hackford,,,
1645,The Da Vinci Code,757236138.0,125000000.0,2006,Thriller/Suspense,Ron Howard,2.5,6.4,116903.0
1646,D-War,79915361.0,32000000.0,2007,Action,,,3.8,14081.0
1647,Deuces Wild,6044618.0,10000000.0,2002,Drama,,0.3,5.3,4010.0
1648,Down to Earth,71172251.0,30000000.0,2001,Comedy,Paul Weitz,1.9,5.0,9193.0
1649,Down to You,20035310.0,9000000.0,2000,Romantic Comedy,,0.3,4.4,7095.0
1650,I'm Not There,11498547.0,20000000.0,2007,Drama,Todd Haynes,7.6,7.1,23078.0
1651,Easy A,22156221.0,8000000.0,2010,Comedy,,8.0,7.7,483.0
1652,The Eclipse,133411.0,3000000.0,2010,,,,6.2,790.0
1653,Edge of Darkness,78739628.0,60000000.0,2010,Drama,Martin Campbell,5.5,6.7,24174.0
1654,EDtv,35319689.0,60000000.0,1999,Comedy,Ron Howard,6.2,6.0,21734.0
1655,An Education,14134502.0,7500000.0,2009,Drama,,9.4,7.5,22855.0
1656,East is East,4170647.0,3000000.0,2000,Comedy,,,6.7,8351.0
1657,8 Heads in a Duffel Bag,4002884.0,3000000.0,1997,Black Comedy,,1.1,4.8,5127.0
1658,Eagle Eye,178066569.0,80000000.0,2008,Thriller/Suspense,D.J. Caruso,2.7,6.6,52336.0
1659,8MM,96398826.0,40000000.0,1999,Thriller/Suspense,Joel Schumacher,2.2,6.3,47753.0
1660,Iris,15035827.0,5500000.0,2001,Drama,,7.9,5.8,44.0
1661,Election,14943582.0,8500000.0,1999,Black Comedy,Alexander Payne,9.2,7.4,37454.0
1662,Elektra,56409722.0,65000000.0,2005,Action,,1.0,4.9,27283.0
1663,Elf,220443451.0,32000000.0,2003,Comedy,Jon Favreau,8.4,6.8,42123.0
1664,Elizabeth,82150642.0,25000000.0,1998,Drama,Shekhar Kapur,8.1,7.6,33773.0
1665,Ella Enchanted,22913677.0,35000000.0,2004,Comedy,,4.9,6.3,12020.0
1666,Once Upon a Time in Mexico,98156459.0,29000000.0,2003,Action,Robert Rodriguez,6.8,6.2,54413.0
1667,The Adventures of Elmo in Grouchland,11634458.0,17000000.0,1999,Comedy,,7.6,5.4,1059.0
1668,The Emperor's Club,16124074.0,12500000.0,2002,Drama,,5.0,6.7,8165.0
1669,Empire,18495444.0,3500000.0,2002,Drama,,2.1,6.5,63.0
1670,La marche de l'empereur,129437223.0,3400000.0,2005,Documentary,,,7.8,23674.0
1671,Employee of the Month,38117718.0,10000000.0,2006,Comedy,,2.0,5.4,17845.0
1672,The Emperor's New Groove,169296573.0,100000000.0,2000,Adventure,Mark Dindal,8.5,7.4,23355.0
1673,Enchanted,340384141.0,85000000.0,2007,Romantic Comedy,Kevin Lima,9.2,7.5,55697.0
1674,The End of the Affair,10660147.0,23000000.0,1999,Drama,Neil Jordan,6.7,6.9,9969.0
1675,End of Days,212026975.0,100000000.0,1999,Action,Peter Hyams,1.1,5.4,43513.0
1676,End of the Spear,11748661.0,10000000.0,2006,Drama,,,6.7,2884.0
1677,Enemy at the Gates,96971293.0,85000000.0,2001,Drama,Jean-Jacques Annaud,5.3,7.4,59916.0
1678,Enemy of the State,250649836.0,85000000.0,1998,Action,Tony Scott,7.0,7.2,66700.0
1679,Entrapment,211700000.0,66000000.0,1999,Thriller/Suspense,Jon Amiel,3.8,6.1,40764.0
1680,Enough,39177215.0,38000000.0,2002,Thriller/Suspense,Michael Apted,2.1,6.5,92.0
1681,Envy,14566246.0,20000000.0,2004,Comedy,Barry Levinson,0.7,4.6,15655.0
1682,Epic Movie,86858578.0,20000000.0,2007,Comedy,Jason Friedberg,0.2,2.2,48975.0
1683,Eragon,249488115.0,100000000.0,2006,Adventure,,1.6,5.0,43555.0
1684,Erin Brockovich,258400000.0,50000000.0,2000,Drama,Steven Soderbergh,8.3,7.2,54977.0
1685,Elizabethtown,50719373.0,54000000.0,2005,Drama,Cameron Crowe,2.8,6.4,31775.0
1686,Eat Pray Love,81846373.0,60000000.0,2010,Drama,,3.7,4.7,3019.0
1687,Eternal Sunshine of the Spotless Mind,47066518.0,20000000.0,2004,Comedy,Michel Gondry,9.3,8.5,219986.0
1688,Eulogy,70527.0,10000000.0,2004,Comedy,,3.2,6.6,5205.0
1689,Eureka,76654.0,2000000.0,2001,Drama,,,7.9,1391.0
1690,Eurotrip,20718223.0,25000000.0,2004,Comedy,,4.6,6.5,52548.0
1691,Eve's Bayou,14843425.0,5000000.0,1997,Drama,Kasi Lemmons,8.0,7.0,4509.0
1692,Event Horizon,26673242.0,60000000.0,1997,Horror,Paul Anderson,2.1,6.3,44671.0
1693,Ever After: A Cinderella Story,65705772.0,26000000.0,1998,Drama,Andy Tennant,,,
1694,Evita,151947179.0,55000000.0,1996,Musical,Alan Parker,6.1,6.1,16769.0
1695,Evolution,98341932.0,80000000.0,2001,Comedy,Ivan Reitman,4.2,5.9,39590.0
1696,An Everlasting Piece,75078.0,4000000.0,2000,,Barry Levinson,4.9,6.0,1097.0
1697,Fong juk,51957.0,4500000.0,2007,Action,,,7.3,3699.0
1698,Exit Wounds,79958599.0,33000000.0,2001,Action,Andrzej Bartkowiak,3.3,5.2,14528.0
1699,The Exorcism of Emily Rose,144216468.0,18000000.0,2005,Thriller/Suspense,Scott Derrickson,4.5,6.8,32425.0
1700,Exorcist: The Beginning,43957541.0,78000000.0,2004,Horror,Renny Harlin,,5.0,15901.0
1701,The Express,9808102.0,37500000.0,2008,Drama,,6.1,7.1,4749.0
1702,eXistenZ,2840417.0,20700000.0,1999,Thriller/Suspense,David Cronenberg,7.1,6.8,35788.0
1703,Extract,10849158.0,7500000.0,2009,Comedy,Mike Judge,6.2,6.4,12371.0
1704,Extreme Ops,12624471.0,40000000.0,2002,Action,Christian Duguay,0.6,4.1,3195.0
1705,Eyes Wide Shut,86257553.0,65000000.0,1999,Drama,Stanley Kubrick,7.8,7.2,93880.0
1706,The Faculty,40283321.0,15000000.0,1998,Horror,Robert Rodriguez,5.1,6.3,36139.0
1707,Failure to Launch,128402901.0,50000000.0,2006,Romantic Comedy,Tom Dey,2.5,5.6,20324.0
1708,Keeping the Faith,45336404.0,29000000.0,2000,Romantic Comedy,,6.8,6.5,25485.0
1709,Fame,77956957.0,18000000.0,2009,Musical,,2.5,4.5,4973.0
1710,The Family Stone,91762868.0,18000000.0,2005,Comedy,,5.2,6.3,24434.0
1711,Lisa Picard is Famous,113433.0,1000000.0,2001,Comedy,Griffin Dunne,,,
1712,Fantasia 2000 (Theatrical Release),9103630.0,80000000.0,2000,Musical,,,,
1713,Far From Heaven,29027914.0,13500000.0,2002,Drama,Todd Haynes,8.9,7.5,20239.0
1714,Fascination,83356.0,5000000.0,2005,Thriller/Suspense,,,2.5,1016.0
1715,Father's Day,35681080.0,85000000.0,1997,Comedy,Ivan Reitman,,4.8,6654.0
1716,Facing the Giants,10178331.0,100000.0,2006,Drama,Alex Kendrick,0.9,6.0,4901.0
1717,Face/Off,241200000.0,80000000.0,1997,Action,John Woo,9.3,7.3,102001.0
1718,Final Destination 2,89626226.0,26000000.0,2003,Horror,David R. Ellis,4.7,6.4,35737.0
1719,Final Destination 3,112798051.0,25000000.0,2006,Horror,James Wong,4.5,5.9,32263.0
1720,The Final Destination,185777700.0,40000000.0,2009,Horror,David R. Ellis,2.7,4.9,20319.0
1721,FearDotCom,13208023.0,40000000.0,2002,Horror,William Malone,,3.1,11438.0
1722,Fear and Loathing in Las Vegas,13711903.0,18500000.0,1998,Comedy,Terry Gilliam,4.7,7.6,81560.0
1723,Feast,341808.0,3200000.0,2006,Horror,,5.5,6.4,12023.0
1724,The Fifth Element,263900000.0,95000000.0,1997,Action,Luc Besson,7.2,7.4,131252.0
1725,Femme Fatale,6592103.0,35000000.0,2002,Thriller/Suspense,Brian De Palma,4.8,6.3,16693.0
1726,Bring it On,90453550.0,10000000.0,2000,Comedy,Peyton Reed,6.3,5.9,30309.0
1727,Fantastic Four,330579719.0,87500000.0,2005,Action,Tim Story,2.7,5.7,71675.0
1728,54,16757163.0,13000000.0,1998,Drama,,1.3,5.6,15023.0
1729,2 Fast 2 Furious,236220058.0,76000000.0,2003,Action,John Singleton,3.6,5.1,44151.0
1730,The Fast and the Furious,206512310.0,38000000.0,2001,Action,Rob Cohen,5.3,6.0,67939.0
1731,Fool's Gold,109362966.0,72500000.0,2008,Adventure,Andy Tennant,,7.6,93.0
1732,Fahrenheit 9/11,222414517.0,6000000.0,2004,Documentary,Michael Moore,8.3,7.6,74424.0
1733,Capitalism: A Love Story,14678228.0,20000000.0,2009,Documentary,Michael Moore,7.5,7.3,11829.0
1734,From Hell,31598308.0,35000000.0,2001,Thriller/Suspense,Albert Hughes,5.7,6.8,53477.0
1735,Fido,419801.0,8000000.0,2007,Horror,,,6.9,11683.0
1736,Fight Club,100853753.0,65000000.0,1999,Drama,David Fincher,8.1,8.8,382470.0
1737,Final Fantasy: The Spirits Within,85131830.0,137000000.0,2001,Adventure,,,6.4,36227.0
1738,Finding Forrester,80013623.0,43000000.0,2000,Drama,Gus Van Sant,7.4,7.2,35966.0
1739,Freddy Got Fingered,14249005.0,15000000.0,2001,Comedy,,1.1,4.0,25033.0
1740,Firestorm,8123860.0,19000000.0,1998,Action,,,4.4,2118.0
1741,Fish Tank,374675.0,3000000.0,2010,,,,7.5,5940.0
1742,Felicia's Journey,1970268.0,15000000.0,1999,Drama,Atom Egoyan,8.8,6.9,4790.0
1743,From Justin to Kelly,4922166.0,12000000.0,2003,Musical,,0.8,1.6,17596.0
1744,Final Destination,112802314.0,23000000.0,2000,Horror,James Wong,3.1,6.8,52618.0
1745,Flags of Our Fathers,61902376.0,53000000.0,2006,Drama,Clint Eastwood,7.3,7.2,42788.0
1746,Flawless,4485485.0,27000000.0,1999,Drama,Joel Schumacher,4.3,6.7,8125.0
1747,Flammen og Citronen,1635241.0,9000000.0,2009,Thriller/Suspense,,,7.2,4182.0
1748,Flicka,21893591.0,15000000.0,2006,Drama,,5.4,5.7,2832.0
1749,Flight of the Phoenix,34009180.0,75000000.0,2004,Adventure,,3.0,6.0,18568.0
1750,United 93,76366864.0,18000000.0,2006,Drama,Paul Greengrass,9.1,7.8,46691.0
1751,Flubber,177993801.0,80000000.0,1997,Comedy,Les Mayfield,1.7,4.6,18890.0
1752,Flushed Away,177665672.0,149000000.0,2006,Comedy,Sam Fell,7.2,7.0,21334.0
1753,Flyboys,14816379.0,60000000.0,2006,Drama,Tony Bill,3.3,6.5,13934.0
1754,Fly Me To the Moon,40098231.0,25000000.0,2008,Adventure,,1.7,4.7,1653.0
1755,Find Me Guilty,1788077.0,13000000.0,2006,Drama,Sidney Lumet,6.0,7.1,12800.0
1756,The Family Man,124715863.0,60000000.0,2000,Comedy,Brett Ratner,5.2,6.6,34090.0
1757,Friends with Money,15328368.0,6500000.0,2006,Comedy,,7.1,6.1,11087.0
1758,Finding Nemo,867894287.0,94000000.0,2003,Adventure,Andrew Stanton,9.8,8.2,165006.0
1759,Finishing the Game,52850.0,500000.0,2007,Comedy,Justin Lin,3.5,,
1760,Foodfight!,0.0,65000000.0,2009,Comedy,,,,
1761,Formula 51,5204007.0,27000000.0,2002,Action,,,,
1762,The Fountain,15461638.0,35000000.0,2006,Drama,Darren Aronofsky,5.1,7.4,72562.0
1763,Fantastic Four: Rise of the Silver Surfer,288215319.0,120000000.0,2007,Action,Tim Story,3.6,,
1764,Farce of the Penguins,0.0,5000000.0,2007,Comedy,,,4.1,3186.0
1765,Flightplan,225706988.0,55000000.0,2005,Thriller/Suspense,,3.8,6.2,45305.0
1766,Frailty,17423030.0,11000000.0,2002,Thriller/Suspense,,7.4,7.3,27629.0
1767,The Forbidden Kingdom,129075270.0,55000000.0,2008,Action,Rob Minkoff,6.4,6.7,36548.0
1768,Freedom Writers,43090741.0,21000000.0,2007,Drama,Richard LaGravenese,6.9,7.5,18065.0
1769,Next Friday,59675307.0,9500000.0,2000,Comedy,Steve Carr,2.1,5.3,10176.0
1770,Freaky Friday,160822438.0,26000000.0,2003,Comedy,Mark Waters,8.8,6.5,29137.0
1771,Frequency,68079671.0,31000000.0,2000,Drama,,6.9,7.3,35968.0
1772,Serenity,38514517.0,39000000.0,2005,Action,Joss Whedon,8.1,8.0,106648.0
1773,The Forgotton,111311892.0,50000000.0,2004,Thriller/Suspense,Joseph Ruben,,4.9,1169.0
1774,Jason X,16951798.0,14000000.0,2002,Horror,,2.1,4.4,17964.0
1775,Friday the 13th,91700771.0,17000000.0,2009,Horror,,2.6,5.6,26798.0
1776,Friday After Next,33526835.0,10000000.0,2002,Comedy,,2.5,5.3,6742.0
1777,Frida,56298474.0,12000000.0,2002,Drama,,7.6,7.3,26243.0
1778,Friday Night Lights,61950770.0,30000000.0,2004,Drama,Peter Berg,8.1,7.2,20868.0
1779,Frozen River,5281776.0,1000000.0,2008,Drama,,8.7,7.2,10447.0
1780,The Princess and the Frog,263467382.0,105000000.0,2009,Adventure,John Musker,8.4,7.4,16232.0
1781,Full Frontal,3438804.0,2000000.0,2002,Comedy,Steven Soderbergh,3.7,4.8,6660.0
1782,Fireproof,33451479.0,500000.0,2008,Drama,Alex Kendrick,4.0,5.6,5498.0
1783,The Forsaken,6755271.0,5000000.0,2001,Horror,,0.8,5.1,4679.0
1784,Frost/Nixon,28144586.0,29000000.0,2008,Drama,Ron Howard,9.2,7.9,36366.0
1785,Factory Girl,1661464.0,7000000.0,2006,Drama,,1.9,6.1,8680.0
1786,Fateless,196857.0,12000000.0,2006,Drama,,,6.0,462.0
1787,The Full Monty,257938649.0,3500000.0,1997,Comedy,Peter Cattaneo,9.5,7.2,40877.0
1788,Fun With Dick And Jane,202250000.0,140000000.0,2005,Comedy,,2.9,6.3,1788.0
1789,Funny People,71880305.0,70000000.0,2009,Comedy,Judd Apatow,6.7,6.8,37791.0
1790,Fur,2281089.0,16800000.0,2006,Drama,,,,
1791,Furry Vengeance,21630465.0,35000000.0,2010,Comedy,Roger Kumble,0.8,2.6,3458.0
1792,Fever Pitch,50071069.0,40000000.0,2005,Comedy,Bobby Farrelly,,6.3,16736.0
1793,For Your Consideration,5549923.0,12000000.0,2006,Comedy,Christopher Guest,5.0,6.2,7780.0
1794,The Game,48265581.0,50000000.0,1997,Thriller/Suspense,David Fincher,8.0,7.7,74136.0
1795,Gangs of New York,190400000.0,97000000.0,2002,Drama,Martin Scorsese,7.5,7.4,113378.0
1796,Garfield,200802638.0,50000000.0,2004,Comedy,Peter Hewitt,,4.8,19870.0
1797,Georgia Rule,20819601.0,20000000.0,2007,Drama,Garry Marshall,1.7,5.8,10902.0
1798,Gattaca,12532777.0,36000000.0,1997,Drama,Andrew Niccol,8.2,7.8,70906.0
1799,"Gone, Baby, Gone",34619699.0,19000000.0,2007,Drama,Ben Affleck,,,
1800,"Goodbye, Lenin!",79316616.0,6400000.0,2004,Comedy,,,3.3,198.0
1801,Good Boy!,45312217.0,17000000.0,2003,Comedy,,4.5,5.0,1961.0
1802,Gods and Generals,12923936.0,55000000.0,2003,Drama,,0.8,6.0,7437.0
1803,The Good German,1308696.0,32000000.0,2006,Drama,Steven Soderbergh,3.2,6.1,13007.0
1804,Gods and Monsters,6451628.0,3500000.0,1998,Drama,Bill Condon,9.6,7.5,15946.0
1805,The Good Night,22441.0,15000000.0,2007,Romantic Comedy,,2.9,6.0,4332.0
1806,The Good Thief,3517797.0,30000000.0,2003,Drama,Neil Jordan,7.8,,
1807,George and the Dragon,0.0,32000000.0,2004,,,,5.7,1762.0
1808,Gerry,254683.0,7000000.0,2003,Drama,Gus Van Sant,,6.2,8583.0
1809,G-Force,287389685.0,82500000.0,2009,Adventure,,2.2,5.0,9633.0
1810,Gridiron Gang,41480851.0,30000000.0,2006,Drama,Phil Joanou,4.1,6.8,12400.0
1811,The Good Girl,15976468.0,8000000.0,2002,Comedy,,8.1,6.6,21460.0
1812,Ghost Ship,68349884.0,20000000.0,2002,Horror,,1.3,5.3,25891.0
1813,Ghosts of Mississippi,13052741.0,36000000.0,1996,Drama,Rob Reiner,5.0,6.4,5276.0
1814,The Glass House,22861785.0,22000000.0,2001,Thriller/Suspense,,2.1,5.6,10629.0
1815,Ghost Rider,237702596.0,120000000.0,2007,Action,Mark Steven Johnson,2.6,5.2,63235.0
1816,Ghost Town,26612350.0,20000000.0,2008,Romantic Comedy,David Koepp,8.5,4.7,310.0
1817,The Gift,44567606.0,10000000.0,2000,Thriller/Suspense,Sam Raimi,5.6,6.7,28488.0
1818,Gigli,7266209.0,54000000.0,2003,Romantic Comedy,Martin Brest,0.6,2.4,29031.0
1819,G.I.Jane,48169156.0,50000000.0,1997,Drama,Ridley Scott,,5.5,23807.0
1820,G.I. Joe: The Rise of Cobra,302469019.0,175000000.0,2009,Action,Stephen Sommers,,5.8,47052.0
1821,"Girl, Interrupted",28871190.0,24000000.0,1999,Drama,James Mangold,5.3,,
1822,Gladiator,457683805.0,103000000.0,2000,Action,Ridley Scott,7.7,8.3,279512.0
1823,Glitter,4273372.0,8500000.0,2001,Musical,Vondie Curtis-Hall,0.7,2.0,13778.0
1824,Gloria,4967493.0,30000000.0,1999,Drama,Sidney Lumet,1.9,4.7,2726.0
1825,Good Luck Chuck,59183821.0,25000000.0,2007,Romantic Comedy,,0.5,5.6,29013.0
1826,John Carpenter's Ghosts of Mars,8434601.0,28000000.0,2001,Action,John Carpenter,,,
1827,The Green Mile,286601374.0,60000000.0,1999,Drama,Frank Darabont,7.7,8.4,198916.0
1828,The Game of Their Lives,375474.0,20000000.0,2005,Drama,,2.5,6.0,1443.0
1829,"Gandhi, My Father",1375194.0,5000000.0,2007,Drama,,4.0,8.1,50881.0
1830,Good Night and Good Luck,54601218.0,7000000.0,2005,Drama,George Clooney,,7.7,42797.0
1831,The General's Daughter,149705852.0,60000000.0,1999,Drama,Simon West,2.2,6.1,23570.0
1832,Gun Shy,1638202.0,10000000.0,2000,Comedy,,2.4,5.4,3607.0
1833,Go!,28383441.0,6500000.0,1999,Black Comedy,Doug Liman,9.2,,
1834,Goal!,27610873.0,33000000.0,2006,Drama,,,6.9,16809.0
1835,Godzilla 2000,10037390.0,1000000.0,2000,Action,,,,
1836,Godsend,16910708.0,30000000.0,2004,Thriller/Suspense,,0.4,4.7,13866.0
1837,Godzilla,376000000.0,125000000.0,1998,Action,Roland Emmerich,2.5,4.8,59455.0
1838,Smiling Fish and Goat on Fire,277233.0,40000.0,2000,,,,,
1839,Gone in 60 Seconds,232643008.0,103300000.0,2000,,,,6.4,2940.0
1840,Good,27276.0,16000000.0,2008,Drama,,3.4,6.2,1926.0
1841,Good Will Hunting,225933435.0,10000000.0,1987,Drama,Gus Van Sant,9.7,8.1,150415.0
1842,Gosford Park,41300105.0,18000000.0,2001,Comedy,Robert Altman,8.6,7.3,36648.0
1843,Gossip,12591270.0,14000000.0,2000,Drama,,2.8,,
1844,The Game Plan,147914546.0,22000000.0,2007,Comedy,Andy Fickman,2.7,6.3,14984.0
1845,Girl with a Pearl Earring,22106210.0,12000000.0,2003,Drama,Peter Webber,7.1,7.1,23493.0
